ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
86,"CEBRASPE (CESPE)","AUFC (TCU)",2004,"","","Quanto aos sistemas de controle externo, julgue os itens subseqüentes. Os sistemas internacionais de controle externo têm em comum a circunstância de que o órgão de controle é invariavelmente colegiado e ligado ao Poder Legislativo.",Errado,"www.tecconcursos.com.br/questoes/2884"
87,"CEBRASPE (CESPE)","AUFC (TCU)",2004,"","","Acerca do controle externo no Brasil, julgue os itens a seguir. Considerando controle externo como aquele realizado por órgão não-pertencente à estrutura do produtor do ato a ser controlado, é correto afirmar que, no Brasil, o TCU não é o único componente do poder público encarregado daquela modalidade de controle.",Certo,"www.tecconcursos.com.br/questoes/2886"
88,"CEBRASPE (CESPE)","CL (SEN)",2002,"","","Motivada por uma denúncia anônima, abriu-se uma tomada de contas especial para averiguar possíveis irregularidades em uma entidade federal que implementou um programa governamental de forma conveniada com uma entidade estadual e, a partir desta, com uma rede de municípios e organizações não-governamentais. O relatório da auditoria concluiu não haver irregularidades na aplicação de recursos e haver indícios de que os impactos desejados estão sendo alcançados, porém que estes não se coadunam com as necessidades dos segmentos beneficiários. Diante dessa situação hipotética, julgue o item abaixo. O Sistema Nacional de Controle Externo, formado pelo Tribunal de Contas da União e pelos tribunais de contas dos estados, do Distrito Federal e dos municípios, deveria ser acionado para realizar auditorias junto às demais entidades públicas e privadas executoras do programa.",Errado,"www.tecconcursos.com.br/questoes/15138"
89,"CEBRASPE (CESPE)","CL (SEN)",2002,"","","Motivada por uma denúncia anônima, abriu-se uma tomada de contas especial para averiguar possíveis irregularidades em uma entidade federal que implementou um programa governamental de forma conveniada com uma entidade estadual e, a partir desta, com uma rede de municípios e organizações não-governamentais. O relatório da auditoria concluiu não haver irregularidades na aplicação de recursos e haver indícios de que os impactos desejados estão sendo alcançados, porém que estes não se coadunam com as necessidades dos segmentos beneficiários. Diante dessa situação hipotética, julgue o item abaixo. O controle externo limita-se à aplicação de recursos para o alcance dos resultados pré-determinados.",Errado,"www.tecconcursos.com.br/questoes/15139"
90,"CEBRASPE (CESPE)","AL (CAM DEP)",2002,"","","À luz da Constituição da República e da Lei n.º 4.320/1964, julgue o seguinte item, relativo aos sistemas de controle interno e externo da administração pública federal. Sob o prisma da tempestividade, a verificação dos atos de execução orçamentária realiza-se em três momentos: prévio, concomitante e subsequente. A unidade de controle interno possui atribuições apenas nos dois primeiros. Quanto ao último, cujo principal instrumento é a tomada ou prestação de contas anual, identifica-se, unicamente, com os órgãos de controle externo.",Errado,"www.tecconcursos.com.br/questoes/1782376"
91,"CEBRASPE (CESPE)","AUD (TCU)",1996,"","","Em matéria de controle da administração pública, julgue o item seguinte. A autorização do Senado Federal para a União contrair empréstimo externo pode ser considerada como controle externo e corretivo.",Errado,"www.tecconcursos.com.br/questoes/7034"
92,"CEBRASPE (CESPE)","AUD (TCU)",1996,"","","Em matéria de controle da administração pública, julgue o item seguinte. A possibilidade de o TCU proceder diretamente à sustação de contrato firmado pela administração pública federal pode ser considerada modalidade de controle externo.",Errado,"www.tecconcursos.com.br/questoes/7035"
93,"CEBRASPE (CESPE)","AUD (TCU)",1996,"","","Em matéria de controle da administração pública, julgue o item seguinte. O controle concomitante ou sucessivo, por decorrer do poder hierárquico, escapa ao plexo de competências do TCU.",Errado,"www.tecconcursos.com.br/questoes/7037"
94,"CEBRASPE (CESPE)","AUD (TCU)",1996,"","","Em matéria de controle da administração pública, julgue o item seguinte. A possibilidade de o Poder Judiciário anular ou revogar atos administrativos pode ser considerada modalidade de controle externo.",Errado,"www.tecconcursos.com.br/questoes/7038"
95,"CEBRASPE (CESPE)","Proc (MPTC DF)",2021,"","","Acerca de controle externo e legislação institucional, julgue o item seguinte. Entre as diversas funções exercidas pelos tribunais de contas incluem-se a judicante, que se consubstancia no julgamento das contas dos administradores públicos e do chefe do Poder Executivo local, a informativa, que se refere ao dever de prestar as informações solicitadas pelo Poder Legislativo local, e a fiscalizatória, que consiste no poder de realizar, por iniciativa própria ou do Poder Legislativo local, inspeções e auditorias de natureza contábil, financeira, orçamentária, operacional e patrimonial nas unidades administrativas dos Poderes Legislativo, Executivo e Judiciário.",Errado,"www.tecconcursos.com.br/questoes/1545535"
96,"CEBRASPE (CESPE)","AUD (TC DF)",2021,"","","Considerando os princípios básicos de auditoria no âmbito do setor público, julgue o item a seguir. Os tribunais de contas devem anular decisão tomada pelo Poder Executivo que possa cercear o exercício de suas competências.",Errado,"www.tecconcursos.com.br/questoes/1784148"
97,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","Acerca da natureza jurídica dos tribunais de contas e da forma de investidura, dos direitos, das prerrogativas e das vedações de seus membros, assinale a opção correta.",D,"www.tecconcursos.com.br/questoes/973017"
98,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","Considere as seguintes situações hipotéticas. I O Tribunal de Contas do Estado do Pará (TCE/PA) emitiu parecer prévio sobre as contas do governador do estado. II O TCE/PA suspendeu a execução de ato irregular emitido pelo Poder Executivo. No que se refere às funções dos tribunais de contas, é correto afirmar que as ações descritas nas situações hipotéticas apresentadas se enquadram, respectivamente, nas funções",B,"www.tecconcursos.com.br/questoes/973018"
99,"CEBRASPE (CESPE)","Proc (TCE-RO)",2019,"","","Determinado tribunal de contas estadual emitiu determinações a um órgão jurisdicionado e fixou prazo para adoção de providências; determinou o recolhimento de débito e aplicação de multa ao responsável por determinado convênio considerado irregular; e apresentou parecer prévio sobre as contas do chefe do Poder Executivo. Nessa situação hipotética, o referido tribunal exerceu, respectivamente, as funções",D,"www.tecconcursos.com.br/questoes/1036091"
100,"CEBRASPE (CESPE)","Aux Tec CE (TCE-PA)",2016,"","","A respeito dos conceitos doutrinários relativos ao controle da administração pública, julgue o item a seguir. O tribunal de contas que executar atividades de fiscalização sobre os atos de gestão financeira da administração pública exercerá sua função jurisdicional.",Errado,"www.tecconcursos.com.br/questoes/390421"
101,"CEBRASPE (CESPE)","TEFC (TCU)",2015,"","","Quanto à natureza, à competência e à jurisdição do TCU, julgue o item a seguir. O TCU é órgão vinculado e subordinado ao Poder Legislativo.",Errado,"www.tecconcursos.com.br/questoes/284122"
102,"CEBRASPE (CESPE)","AL (CAM DEP)",2014,"","","Acerca da fiscalização das contas dos entes públicos, julgue o próximo item. Nesse sentido considere que a sigla TCU, sempre que utilizada, se refere ao Tribunal de Contas da União. Embora possuam natureza de julgamento e produzam coisa julgada, as decisões do TCU acerca da prestação de contas dos agentes públicos podem ser revistas pelo Poder Judiciário.",Errado,"www.tecconcursos.com.br/questoes/252986"
103,"CEBRASPE (CESPE)","AUFC (TCU)",2013,"","","A propósito do Tribunal de Contas da União (TCU), no que se refere a sua natureza, competência, julgamento e fiscalização, julgue o seguinte. No uso de sua função sancionadora, pode o TCU, no caso de ilegalidade, fixar prazo para que o órgão ou entidade adote providências necessárias ao exato cumprimento da lei.",Errado,"www.tecconcursos.com.br/questoes/134017"
104,"CEBRASPE (CESPE)","ACE (TCE-RO)",2013,"","","Acerca das normas relativas aos tribunais de contas, julgue o item subsequente. A função dos tribunais de contas é a verificação do cumprimento da regularidade e da execução dos programas sob a responsabilidade dos órgãos e entidades governamentais. Consequentemente, recomendações de caráter gerencial, visando à melhoria dos processos operacionais, cabem exclusivamente à auditoria interna e às assessorias especializadas.",Errado,"www.tecconcursos.com.br/questoes/154635"
105,"CEBRASPE (CESPE)","Proc MPC (TCE-BA)",2010,"","","Julgue o item a seguir, relativo ao controle externo, seus conceitos e normas gerais. O papel dos tribunais de contas, no exercício do controle externo, deve restringir-se à função especializada jurisdicional ou contenciosa.",Errado,"www.tecconcursos.com.br/questoes/196177"
106,"CEBRASPE (CESPE)","Proc MPC (TCE-BA)",2010,"","","Acerca da natureza dos tribunais de contas e do exercício de suas missões institucionais, julgue o item seguinte. Os tribunais de contas se revestem da condição de juiz natural das contas anuais prestadas pelos chefes do Poder Executivo, cabendo-lhes processar e julgar as autoridades competentes.",Errado,"www.tecconcursos.com.br/questoes/196182"
107,"CEBRASPE (CESPE)","TEFC (TCU)",2009,"","","Com relação à natureza, competência e jurisdição do TCU, julgue o seguinte item. A função corretiva exercida pelo controle externo manifesta-se por meio de atos tais como a sustação imediata de contratos considerados irregulares, que deve ser comunicada ao Congresso Nacional, para que este determine as medidas cabíveis.",Errado,"www.tecconcursos.com.br/questoes/7647"
108,"CEBRASPE (CESPE)","Proc (TCE ES)",2009,"","","Na CF, o controle externo foi consideravelmente ampliado. Nesse sentido, as funções que os TCs desempenham incluem a",E,"www.tecconcursos.com.br/questoes/1376959"
109,"CEBRASPE (CESPE)","Proc (TCE ES)",2009,"","","A CF outorgou aos TCs medidas sancionatórias à prática de irregularidades, remetendo a matéria ao legislador infraconstitucional. A Lei Orgânica do TCU é pródiga em disposições acerca desse assunto. A esse respeito, assinale a opção correta.",B,"www.tecconcursos.com.br/questoes/1376971"
110,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Julgue o item que se segue, relacionado ao direito comparado e ao MP junto aos TCs. A principal diferença entre os TCs e as controladorias adotadas por alguns países de tradição britânica é que aqueles são órgãos colegiados, enquanto estas são dirigidas por um único titular.",Certo,"www.tecconcursos.com.br/questoes/1377591"
111,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Julgue o item que se segue, relacionado ao direito comparado e ao MP junto aos TCs. Em todos os países em que o controle externo é exercido por meio de um tribunal ou órgão colegiado similar, as decisões tomadas no âmbito do controle de contas estão sempre sujeitas ao reexame pelo Poder Judiciário.",Errado,"www.tecconcursos.com.br/questoes/1377593"
112,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Acerca dos aspectos gerais relacionados ao controle externo e do posicionamento institucional dos TCs, julgue o item subsequente. O TCU faz parte do Congresso Nacional, a quem deve auxiliar no exercício do controle externo.",Errado,"www.tecconcursos.com.br/questoes/1377596"
113,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2009,"","","Acerca dos aspectos gerais relacionados ao controle externo e do posicionamento institucional dos TCs, julgue o item subsequente. Em países que adotam a estrutura de auditorias-gerais ou controladorias, o controle externo prioriza a verificação do cumprimento dos dispositivos legais na gestão pública.",Errado,"www.tecconcursos.com.br/questoes/1377604"
